theta1,theta2,theta3,theta4,theta5,theta6,thetad1,thetad2,thetad3,thetad4,thetad5,thetad6,tau1,tau2,tau3,tau4,tau5,dm1,dm2,dm3,dm4,dm5,da1,da2,da3,da4,da5,db1,db2,db3,db4,db5,ANGLE-ACC-ARM
0.248244,0.516926,0.393618,0.108914,0.534732,0.987271,0.241297,0.663931,0.008573,0.969412,0.551235,0.66251,0.099053,0.565294,0.90174,0.443417,0.395131,0.810573,0.553303,0.441146,0.056419,0.755686,0.188765,0.030351,0.236662,0.000973,0.593834,0.499259,0.165662,0.880178,0.134376,0.162253,0.617983
0.338049,0.474158,0.720207,0.039498,0.315273,0.55535,0.504034,0.515512,0.2382,0.665761,0.46402,0.319352,0.114505,0.236341,0.673707,0.785035,0.836629,0.103159,0.556709,0.656403,0.395834,0.111432,0.542552,0.746217,0.914455,0.007978,0.305789,0.104159,0.944772,0.046156,0.400955,0.323675,0.314384
0.402321,0.394111,0.583407,0.279189,0.204072,0.124941,0.161767,0.286608,0.707072,0.648654,0.032923,0.24736,0.253384,0.002578,0.292039,0.590476,0.955157,0.950691,0.210474,0.008941,0.904034,0.129857,0.155762,0.659546,0.830424,0.776825,0.187502,0.794526,0.558043,0.437445,0.532519,0.413412,0.541725
0.867191,0.342722,0.034828,0.06118,0.592095,0.807813,0.57092,0.423898,0.553632,0.887869,0.434522,0.719889,0.389154,0.531356,0.86909,0.823167,0.692549,0.865902,0.346669,0.036868,0.22093,0.602909,0.023019,0.922088,0.593465,0.429656,0.81856,0.081347,0.553044,0.451654,0.296493,0.716881,0.229948
0.310365,0.318329,0.126807,0.654509,0.696434,0.944507,0.852477,0.519193,0.065082,0.304419,0.033894,0.556444,0.588637,0.709732,0.956104,0.925838,0.245087,0.344558,0.23938,0.617286,0.04214,0.769194,0.15686,0.105472,0.268635,0.339591,0.232402,0.150008,0.50035,0.97553,0.397588,0.736402,0.225483
0.781926,0.680986,0.282978,0.92599,0.667722,0.513731,0.344662,0.530947,0.483976,0.67594,0.499431,0.283916,0.590421,0.677389,0.6968,0.818866,0.412502,0.726528,0.196158,0.510657,0.169239,0.861428,0.010373,0.48797,0.319351,0.662631,0.090747,0.225602,0.971227,0.591798,0.252965,0.184722,0.269434
0.076335,0.040152,0.600461,0.855648,0.902871,0.573462,0.755955,0.625655,0.149692,0.740584,0.691121,0.953726,0.154889,0.849544,0.292207,0.420628,0.386956,0.436027,0.353942,0.231828,0.487061,0.309922,0.857345,0.467154,0.606055,0.031017,0.497251,0.821058,0.455489,0.126927,0.657038,0.111144,0.506885
0.701391,0.499409,0.040869,0.570363,0.014836,0.531607,0.654602,0.556363,0.351161,0.39357,0.991712,0.336313,0.151388,0.030341,0.622384,0.401937,0.252975,0.901676,0.537132,0.770968,0.650678,0.136641,0.132135,0.779009,0.832611,0.52062,0.529199,0.575954,0.137432,0.488433,0.323461,0.95935,0.411683
0.188343,0.037666,0.828416,0.378837,0.325082,0.374442,0.475757,0.374416,0.473388,0.78629,0.660826,0.956191,0.57466,0.837247,0.740308,0.897371,0.822284,0.04968,0.846753,0.302266,0.196663,0.759916,0.256259,0.757409,0.94337,0.94509,0.952028,0.456139,0.461875,0.445724,0.657751,0.089486,0.173116
0.256733,0.169478,0.808833,0.303177,0.211634,0.190226,0.867453,0.163181,0.683409,0.114532,0.471472,0.525272,0.730117,0.178541,0.845002,0.074613,0.04624,0.756434,0.74834,0.988681,0.283911,0.089516,0.289014,0.959969,0.982933,0.83972,0.162203,0.748926,0.181224,0.373291,0.508881,0.156049,0.572649
0.489605,0.969372,0.378065,0.753548,0.594578,0.534812,0.49447,0.804818,0.266074,0.953011,0.984203,0.17201,0.944615,0.683181,0.990659,0.567522,0.177131,0.352892,0.287708,0.518027,0.009311,0.028127,0.734612,0.872959,0.201734,0.991013,0.705921,0.662235,0.211767,0.614456,0.982536,0.463962,0.401125
0.992831,0.397318,0.483562,0.500068,0.03556,0.749203,0.994938,0.327041,0.790798,0.238156,0.66294,0.482953,0.527092,0.479645,0.306857,0.57739,0.021742,0.063276,0.33407,0.386632,0.957122,0.352327,0.392043,0.582451,0.61386,0.194218,0.177764,0.178026,0.392801,0.715174,0.439149,0.232446,0.500153
0.526064,0.584732,0.816814,0.410961,0.011931,0.71587,0.036979,0.433069,0.574953,0.066907,0.253749,0.458243,0.273055,0.555838,0.083683,0.568403,0.986502,0.707182,0.079619,0.681227,0.560676,0.512499,0.827671,0.019218,0.201861,0.125343,0.691499,0.345693,0.275756,0.895496,0.531808,0.471702,0.549041
0.370978,0.751021,0.170526,0.305697,0.553326,0.408722,0.33305,0.415075,0.369744,0.587797,0.490552,0.107261,0.801273,0.909189,0.104299,0.977486,0.28458,0.022947,0.609266,0.598597,0.989719,0.200725,0.969863,0.48582,0.203021,0.626297,0.477371,0.837786,0.598977,0.29147,0.603671,0.212406,0.065157
0.030334,0.10392,0.164474,0.610039,0.586506,0.897202,0.188006,0.194128,0.454306,0.220964,0.790581,0.044186,0.788959,0.982348,0.921169,0.917824,0.556998,0.964991,0.534638,0.871127,0.819671,0.302163,0.470001,0.073436,0.072783,0.840848,0.108234,0.031826,0.278395,0.236675,0.838924,0.898023,0.161788
0.174865,0.587266,0.399478,0.571742,0.188882,0.895545,0.347634,0.476685,0.132554,0.828793,0.805931,0.945981,0.998651,0.716047,0.026224,0.070868,0.107275,0.439472,0.240295,0.988964,0.044151,0.581581,0.625535,0.646882,0.065225,0.823538,0.203228,0.993405,0.992883,0.5028,0.744489,0.815388,0.513969
0.00253,0.937075,0.64817,0.547109,0.349843,0.425102,0.499534,0.908045,0.02046,0.66595,0.653617,0.834961,0.240717,0.135091,0.035191,0.754953,0.258312,0.59334,0.976237,0.595128,0.681998,0.501539,0.666881,0.160188,0.508793,0.435707,0.512403,0.399883,0.008667,0.731239,0.382526,0.614783,0.312513
0.357347,0.719504,0.552278,0.197302,0.483388,0.286119,0.749783,0.908855,0.628512,0.865164,0.939069,0.864491,0.496886,0.88138,0.026892,0.305674,0.391418,0.413111,0.256579,0.554817,0.269888,0.410387,1,0.713266,0.325521,0.356745,0.521947,0.733532,0.464884,0.00058,0.550213,0.783101,0.698168
0.814479,0.645681,0.007994,0.142921,0.860014,0.467601,0.429735,0.053427,0.322812,0.139914,0.94636,0.359814,0.104018,0.009411,0.063367,0.186863,0.590319,0.916254,0.515386,0.44562,0.228545,0.580008,0.196346,0.374613,0.8967,0.606525,0.191534,0.527486,0.557865,0.45175,0.918664,0.027531,0.322515
0.967443,0.814018,0.773024,0.568617,0.682284,0.188359,0.510119,0.75701,0.309658,0.157577,0.733866,0.145951,0.017965,0.942582,0.99667,0.562662,0.486593,0.809451,0.697138,0.817466,0.041548,0.819854,0.428459,0.28365,0.701952,0.661387,0.17717,0.211201,0.940463,0.626579,0.706709,0.88549,0.356709
0.109657,0.929703,0.775035,0.36993,0.682411,0.326113,0.610056,0.038615,0.548143,0.668175,0.02683,0.86544,0.447934,0.283161,0.079361,0.936614,0.355026,0.853128,0.688832,0.27493,0.822681,0.891487,0.103158,0.050987,0.923878,0.362938,0.589203,0.702471,0.434106,0.80492,0.50608,0.08315,0.188614
0.76249,0.115999,0.149662,0.707164,0.314805,0.696328,0.756454,0.007115,0.490182,0.9286,0.809447,0.009571,0.064248,0.692519,0.826804,0.285348,0.784702,0.490984,0.900337,0.498241,0.525995,0.651896,0.170013,0.034338,0.209501,0.524707,0.196678,0.949987,0.294944,0.331933,0.534156,0.928189,0.618963
0.143724,0.335029,0.758825,0.983167,0.256666,0.838414,0.622478,0.767265,0.548018,0.559526,0.4584,0.90151,0.63617,0.470339,0.000566,0.94089,0.228668,0.418931,0.055067,0.227697,0.066612,0.05293,0.512512,0.150006,0.449261,0.940184,0.505352,0.940774,0.464268,0.646221,0.768066,0.051124,0.228055
0.277103,0.426768,0.362609,0.040343,0.515352,0.350376,0.199662,0.058858,0.524072,0.272063,0.368845,0.242066,0.285947,0.202242,0.940129,0.501014,0.403183,0.118204,0.38495,0.152521,0.757627,0.562023,0.998058,0.098548,0.951767,0.05538,0.925236,0.332344,0.919903,0.135508,0.843399,0.118165,0.493993
0.154562,0.444172,0.828294,0.31925,0.235342,0.544753,0.482992,0.946913,0.830943,0.666189,0.658528,0.35187,0.596247,0.580879,0.686071,0.549776,0.929408,0.246212,0.532839,0.643844,0.36508,0.247399,0.253559,0.400684,0.896701,0.618656,0.075063,0.715742,0.465553,0.240928,0.305372,0.947416,0.464214
0.754382,0.869767,0.596481,0.982754,0.327352,0.516777,0.515474,0.737491,0.493033,0.818327,0.955125,0.621872,0.146404,0.269926,0.780873,0.51513,0.637683,0.860051,0.032237,0.68148,0.811514,0.209761,0.813571,0.169233,0.464739,0.055717,0.598404,0.285741,0.684288,0.864378,0.617184,0.318739,0.502964
0.56978,0.12037,0.597498,0.073485,0.312952,0.574124,0.876595,0.773534,0.841978,0.05125,0.182869,0.564894,0.602853,0.587413,0.424034,0.511559,0.624926,0.469764,0.30966,0.296839,0.979698,0.789939,0.755513,0.943305,0.038831,0.235801,0.998318,0.156392,0.79101,0.22929,0.730436,0.642498,0.509566
0.077538,0.258182,0.404677,0.929795,0.585633,0.234746,0.7443,0.782588,0.913802,0.693808,0.738999,0.389994,0.298953,0.754507,0.012994,0.771295,0.901369,0.049404,0.209187,0.400511,0.17555,0.925134,0.480107,0.841401,0.020272,0.344133,0.566204,0.286737,0.427413,0.337509,0.239887,0.388221,0.291954
0.198548,0.518452,0.029902,0.286262,0.040979,0.788007,0.849453,0.695138,0.141197,0.032592,0.671496,0.230748,0.077154,0.571465,0.56607,0.162395,0.35842,0.892479,0.979649,0.912491,0.931856,0.728901,0.111122,0.824644,0.509132,0.139703,0.014513,0.426411,0.856617,0.681967,0.435668,0.7191,0.269145
0.310667,0.390759,0.266547,0.82039,0.561248,0.51344,0.461275,0.028472,0.186565,0.211648,0.258992,0.539403,0.208225,0.13853,0.79777,0.42727,0.00466,0.012175,0.580277,0.585433,0.766302,0.361385,0.600675,0.058244,0.839195,0.178486,0.785006,0.343047,0.80433,0.062518,0.344466,0.962918,0.567395
0.595303,0.960169,0.731674,0.730376,0.288886,0.199684,0.761987,0.977543,0.26849,0.530665,0.53113,0.866318,0.21599,0.617312,0.63189,0.14143,0.017894,0.393059,0.279934,0.914343,0.044391,0.606507,0.484528,0.084937,0.279133,0.760086,0.876943,0.957496,0.502793,0.020412,0.802937,0.112736,0.699036
0.852978,0.529438,0.649038,0.1297,0.737532,0.487899,0.410576,0.109458,0.388114,0.193546,0.097405,0.638494,0.49337,0.803968,0.770191,0.019867,0.953366,0.856027,0.400725,0.175184,0.596889,0.132277,0.805494,0.514249,0.802161,0.779723,0.876616,0.474467,0.496099,0.532676,0.776213,0.9767,0.725653
0.564769,0.919493,0.203773,0.986321,0.244118,0.990888,0.005599,0.153765,0.533005,0.360608,0.151803,0.608953,0.039742,0.885956,0.878656,0.560921,0.233854,0.571762,0.37257,0.174141,0.077834,0.66053,0.248842,0.163851,0.053558,0.742614,0.243638,0.923767,0.625624,0.068661,0.565318,0.645969,0.530045
0.404542,0.705518,0.519211,0.536271,0.256517,0.325005,0.997258,0.319526,0.569564,0.540846,0.598287,0.216562,0.671484,0.884536,0.025985,0.054759,0.359784,0.812829,0.466547,0.948314,0.918758,0.589727,0.517148,0.016675,0.471004,0.348929,0.172473,0.295058,0.279667,0.611336,0.56057,0.837817,0.657379
0.502059,0.233582,0.03174,0.165319,0.146421,0.454276,0.57655,0.017994,0.209026,0.553944,0.668058,0.465221,0.526711,0.07143,0.769856,0.385759,0.346519,0.896242,0.215825,0.901504,0.287192,0.230576,0.563195,0.503943,0.667987,0.852667,0.743896,0.662425,0.414008,0.089601,0.433716,0.9177,0.480608
0.957327,0.846375,0.508843,0.326788,0.879067,0.599673,0.077985,0.47788,0.199644,0.926827,0.031156,0.561005,0.243808,0.076083,0.927835,0.928609,0.829418,0.934899,0.839306,0.188167,0.7825,0.57928,0.968756,0.893099,0.562808,0.219271,0.201063,0.629342,0.390837,0.71406,0.704024,0.761795,0.585592
0.945513,0.347786,0.131797,0.506381,0.109956,0.767761,0.749436,0.085244,0.699568,0.592823,0.940065,0.589583,0.512444,0.322271,0.99069,0.08013,0.770793,0.74594,0.412753,0.239274,0.617076,0.403525,0.69468,0.107935,0.651751,0.993586,0.958968,0.06142,0.650512,0.298029,0.81549,0.077163,0.438458
0.770667,0.500666,0.164224,0.402806,0.00141,0.944621,0.764565,0.305294,0.535179,0.870203,0.594453,0.78903,0.341053,0.221591,0.936787,0.355389,0.93874,0.074882,0.368937,0.136979,0.574985,0.001463,0.690083,0.895854,0.846799,0.967748,0.735923,0.71202,0.917901,0.498085,0.507615,0.867731,0.391719
0.964373,0.238226,0.064404,0.051199,0.89947,0.4216,0.661842,0.206224,0.614273,0.636207,0.896598,0.290326,0.320249,0.621153,0.133814,0.922343,0.509519,0.079783,0.727002,0.513109,0.364734,0.422951,0.121557,0.096914,0.506049,0.314573,0.802395,0.500768,0.518027,0.02481,0.701225,0.715637,0.557501
0.726081,0.355083,0.743742,0.52741,0.401417,0.976943,0.739886,0.616136,0.273401,0.03722,0.440533,0.713236,0.576453,0.954504,0.247317,0.118854,0.583117,0.884244,0.580771,0.889031,0.676461,0.451305,0.548412,0.179705,0.405007,0.199042,0.241191,0.809356,0.795521,0.02867,0.571583,0.928086,0.828483
0.918773,0.048407,0.30653,0.683356,0.335155,0.628207,0.415925,0.98742,0.166343,0.487261,0.227195,0.307693,0.177581,0.177388,0.475137,0.204305,0.721424,0.11615,0.867365,0.577936,0.775563,0.004861,0.801237,0.993488,0.118224,0.522639,0.450533,0.918847,0.949247,0.236173,0.394546,0.622834,0.666712
0.305249,0.355091,0.895696,0.939117,0.211878,0.292968,0.817516,0.051473,0.503589,0.159137,0.942528,0.971754,0.118708,0.865063,0.946778,0.232666,0.380351,0.424339,0.932768,0.326149,0.541069,0.992936,0.786283,0.811853,0.61961,0.832334,0.032793,0.550778,0.017842,0.903734,0.951117,0.439518,0.606207
0.62577,0.875494,0.83555,0.25188,0.407156,0.406204,0.033525,0.396125,0.082963,0.708418,0.222803,0.510416,0.070296,0.334438,0.365064,0.633843,0.800362,0.657923,0.288241,0.468217,0.966174,0.496663,0.732228,0.821807,0.832459,0.978891,0.001549,0.635467,0.334122,0.672774,0.948549,0.278803,0.344542
0.953461,0.878351,0.836567,0.338741,0.704749,0.658746,0.430332,0.073777,0.09901,0.302124,0.46961,0.236879,0.119052,0.643288,0.926515,0.754161,0.945825,0.131027,0.879195,0.30719,0.938841,0.115104,0.244907,0.065403,0.115406,0.166617,0.313541,0.345157,0.264629,0.916988,0.675947,0.883135,0.430939
0.025999,0.261361,0.825956,0.037596,0.371391,0.470744,0.222245,0.52061,0.866961,0.762768,0.428672,0.420338,0.245466,0.949426,0.948844,0.945049,0.115908,0.510329,0.990764,0.64919,0.190811,0.402506,0.574671,0.274111,0.433202,0.048074,0.142614,0.629081,0.010812,0.774777,0.98592,0.342983,0.071612
0.837213,0.629599,0.769227,0.762716,0.609171,0.723205,0.24873,0.562564,0.503037,0.89152,0.787589,0.772511,0.722883,0.623246,0.295279,0.033122,0.717702,0.565085,0.168306,0.603067,0.100411,0.111117,0.25328,0.719752,0.304048,0.496966,0.010033,0.172286,0.910861,0.197337,0.814133,0.256387,0.88468
0.831056,0.190375,0.970899,0.631753,0.395312,0.403515,0.860881,0.725412,0.614144,0.478161,0.324398,0.456825,0.42614,0.046583,0.422639,0.075071,0.746844,0.285346,0.181102,0.567779,0.091372,0.193192,0.380807,0.853281,0.623246,0.93921,0.142778,0.386303,0.773711,0.529739,0.427368,0.240642,0.838082
0.105394,0.299512,0.928249,0.952488,0.839088,0.864384,0.896292,0.75253,0.076683,0.205381,0.962248,0.300868,0.485976,0.556678,0.191279,0.507637,0.716491,0.216771,0.786301,0.722772,0.727487,0.006211,0.470441,0.45814,0.158177,0.975801,0.064245,0.960416,0.561828,0.043134,0.605919,0.983929,0.558159
0.13298,0.807246,0.978741,0.412706,0.326608,0.022479,0.932884,0.623034,0.129025,0.53661,0.415098,0.361302,0.118067,0.091053,0.368233,0.881123,0.744246,0.626661,0.942526,0.259932,0.774371,0.97744,0.390372,0.507426,0.182536,0.35869,0.206384,0.028192,0.211838,0.809525,0.882015,0.107141,0.270358
0.444036,0.314728,0.621059,0.989138,0.571587,0.225301,0.08623,0.013282,0.055097,0.564492,0.896836,0.279965,0.206955,0.79075,0.753059,0.144173,0.114924,0.966858,0.914937,0.762647,0.82762,0.893593,0.486337,0.470588,0.296248,0.398816,0.540155,0.651144,0.814767,0.437759,0.801807,0.12288,0.813953
0.772025,0.325781,0.362651,0.744409,0.050821,0.158881,0.3128,0.152746,0.428862,0.759307,0.27848,0.971422,0.544656,0.626828,0.457275,0.059753,0.300209,0.655804,0.674962,0.260898,0.016997,0.214342,0.786147,0.524974,0.987927,0.780053,0.426841,0.889992,0.99024,0.078298,0.506067,0.860919,0.276121
0.765076,0.559498,0.784137,0.3124,0.166658,0.485445,0.179553,0.155541,0.362451,0.06471,0.344144,0.225536,0.481692,0.556029,0.293295,0.689173,0.706677,0.291631,0.792923,0.96774,0.3696,0.217364,0.566371,0.837403,0.86987,0.701914,0.255918,0.229928,0.678513,0.825969,0.209605,0.467071,0.534256
0.106489,0.691569,0.124847,0.726372,0.024831,0.470412,0.640985,0.741761,0.197969,0.797146,0.071496,0.333478,0.51859,0.612974,0.754866,0.510377,0.759935,0.282809,0.546887,0.652284,0.186164,0.298708,0.404769,0.335733,0.712129,0.706973,0.272435,0.729583,0.084902,0.779872,0.606436,0.66629,0.532233
0.354523,0.271126,0.927196,0.258881,0.020457,0.977578,0.407491,0.277267,0.818813,0.889218,0.094004,0.499428,0.411245,0.754653,0.458267,0.72783,0.405302,0.734257,0.078814,0.162187,0.18386,0.591959,0.018032,0.138516,0.423859,0.042982,0.576397,0.547522,0.28564,0.979935,0.428515,0.509541,0.657719
0.519382,0.302786,0.943934,0.517125,0.608343,0.808917,0.108991,0.483496,0.523802,0.740964,0.067083,0.184275,0.077685,0.487745,0.358844,0.1266,0.77697,0.557469,0.173588,0.338243,0.780108,0.386512,0.817696,0.469318,0.960532,0.367658,0.91406,0.556449,0.336385,0.698469,0.732891,0.900848,0.781998
0.090567,0.161416,0.340593,0.078249,0.34676,0.620198,0.865474,0.9105,0.247467,0.351703,0.520063,0.924351,0.487901,0.908684,0.630851,0.671946,0.180253,0.818465,0.184972,0.582353,0.018934,0.766218,0.147278,0.160718,0.421246,0.117296,0.451953,0.786577,0.954085,0.540695,0.521274,0.424855,0.394167
0.103194,0.325024,0.641857,0.45959,0.005403,0.031442,0.502195,0.613911,0.90963,0.589164,0.448528,0.02806,0.787477,0.085406,0.510127,0.13903,0.667502,0.966499,0.875709,0.759964,0.736351,0.977963,0.180181,0.833564,0.365195,0.118884,0.147744,0.81269,0.820175,0.313645,0.223416,0.588734,0.289212
0.750429,0.450063,0.821392,0.341709,0.561279,0.03946,0.193629,0.686393,0.280126,0.013405,0.293651,0.866469,0.750738,0.708514,0.482712,0.490463,0.080944,0.953132,0.243414,0.399211,0.336988,0.117067,0.234205,0.310118,0.378061,0.35291,0.068694,0.721503,0.28458,0.170424,0.56241,0.773987,0.518717
0.724431,0.634568,0.264165,0.790198,0.318528,0.256641,0.563588,0.219731,0.462758,0.208392,0.545948,0.830893,0.873952,0.232179,0.767988,0.001375,0.161481,0.35014,0.036073,0.125235,0.21432,0.509002,0.060226,0.893687,0.445127,0.45823,0.018911,0.31631,0.450459,0.602778,0.752742,0.524137,0.873199
0.483356,0.971147,0.199965,0.997711,0.605302,0.71954,0.684938,0.303303,0.094544,0.261162,0.218497,0.174497,0.751241,0.161884,0.076783,0.624078,0.690221,0.746735,0.760425,0.017723,0.491836,0.564299,0.243304,0.14707,0.127667,0.219224,0.410583,0.734289,0.185995,0.546902,0.819844,0.256064,0.411598
0.383617,0.120079,0.706453,0.927738,0.033585,0.550117,0.589813,0.886994,0.450042,0.583181,0.932176,0.043611,0.129957,0.884125,0.123807,0.774807,0.936529,0.923097,0.515618,0.338466,0.51899,0.93416,0.147888,0.396813,0.852855,0.739776,0.538426,0.597641,0.608393,0.535616,0.180343,0.684105,0.591887
0.981327,0.109601,0.623648,0.481126,0.817968,0.00735,0.78725,0.475475,0.813334,0.847895,0.77517,0.1122,0.813335,0.608026,0.653827,0.752855,0.000345,0.490062,0.398601,0.495097,0.687646,0.42585,0.824121,0.391225,0.973191,0.114993,0.750362,0.294218,0.167083,0.751018,0.75436,0.70928,0.389214
0.150549,0.009112,0.998249,0.221945,0.494412,0.510108,0.491182,0.562302,0.103775,0.342186,0.614401,0.954474,0.717474,0.730107,0.175102,0.679891,0.718131,0.774004,0.019513,0.932199,0.112877,0.611907,0.216664,0.656856,0.631369,0.454268,0.440722,0.086365,0.889418,0.870666,0.288829,0.929346,0.352731
0.803691,0.394816,0.424767,0.531203,0.123794,0.278418,0.385227,0.162948,0.775969,0.111507,0.646712,0.815281,0.49869,0.206641,0.832417,0.60857,0.050402,0.699577,0.282406,0.457114,0.384596,0.237353,0.445112,0.014359,0.55877,0.35855,0.847087,0.358145,0.541334,0.674476,0.551428,0.196922,0.560805
0.255831,0.010924,0.449187,0.868292,0.3277,0.36823,0.11037,0.657472,0.519879,0.833192,0.731975,0.375967,0.571603,0.455201,0.748988,0.746408,0.637755,0.058347,0.493171,0.235172,0.695661,0.127438,0.500881,0.782249,0.266768,0.959348,0.578702,0.274352,0.277355,0.771053,0.402454,0.524845,0.403596
0.860388,0.034282,0.951076,0.525806,0.450992,0.947333,0.321787,0.164592,0.382427,0.664024,0.281628,0.86953,0.193148,0.775425,0.352916,0.506743,0.682282,0.334972,0.141454,0.496122,0.912976,0.416057,0.268005,0.060545,0.50007,0.832858,0.84574,0.730989,0.722866,0.125133,0.515766,0.862842,0.541951
0.26339,0.024659,0.24142,0.595005,0.01014,0.627655,0.140458,0.240365,0.029897,0.200634,0.201302,0.265931,0.34479,0.015819,0.698405,0.78808,0.001199,0.841719,0.949386,0.51028,0.825715,0.880319,0.450797,0.503298,0.826604,0.578533,0.782998,0.612328,0.458831,0.285328,0.396594,0.035469,0.693131
0.132188,0.500449,0.512052,0.241602,0.73317,0.190988,0.671068,0.249282,0.788773,0.218982,0.492264,0.871603,0.028526,0.416357,0.310155,0.003426,0.639015,0.242082,0.139562,0.716873,0.594236,0.536702,0.520118,0.915457,0.184558,0.333935,0.18693,0.182511,0.765882,0.983069,0.079724,0.667149,0.657741
0.288518,0.224427,0.189948,0.673894,0.379659,0.397998,0.176366,0.603909,0.915778,0.892209,0.357812,0.87083,0.030211,0.722642,0.789374,0.352931,0.631499,0.942987,0.747612,0.755973,0.668754,0.926264,0.463716,0.505571,0.022972,0.72821,0.178827,0.032208,0.707419,0.558193,0.564011,0.672763,0.610305
0.048043,0.656882,0.24172,0.634834,0.163471,0.941853,0.268889,0.30124,0.454991,0.722521,0.172314,0.224355,0.639256,0.329322,0.429384,0.415596,0.815594,0.621962,0.977998,0.16956,0.095796,0.538796,0.710322,0.849148,0.175009,0.854656,0.154856,0.319962,0.826009,0.352639,0.474127,0.069339,0.468997
0.65138,0.191177,0.443385,0.383987,0.84325,0.793554,0.030033,0.732334,0.863163,0.962174,0.932978,0.522154,0.324888,0.569363,0.253185,0.716172,0.476532,0.737717,0.221098,0.49495,0.212133,0.760457,0.34923,0.437215,0.630443,0.886507,0.444051,0.026535,0.355358,0.518602,0.280222,0.271615,0.476262
0.635577,0.664719,0.938335,0.431806,0.222738,0.757725,0.149322,0.181195,0.243301,0.358692,0.958688,0.494306,0.327204,0.500553,0.485831,0.895928,0.557328,0.502152,0.572068,0.681399,0.457196,0.384788,0.846215,0.515944,0.290898,0.482316,0.809914,0.819693,0.517006,0.866893,0.883701,0.432141,0.419169
0.488419,0.059531,0.241875,0.239684,0.516353,0.172968,0.965452,0.876608,0.019975,0.522974,0.293363,0.033022,0.169596,0.996235,0.168766,0.231045,0.142497,0.327149,0.687223,0.24206,0.437088,0.438128,0.14876,0.055425,0.472336,0.730219,0.942416,0.96949,0.069494,0.866626,0.400724,0.455573,0.760588
0.306805,0.496809,0.336311,0.125227,0.593186,0.148672,0.824405,0.808385,0.182789,0.769152,0.696319,0.295443,0.320636,0.130442,0.952368,0.160272,0.674068,0.295063,0.468036,0.966792,0.450721,0.56713,0.807531,0.717122,0.112326,0.403141,0.224258,0.322633,0.713269,0.867476,0.683002,0.449773,0.824147
0.532806,0.856563,0.720682,0.02144,0.943281,0.555745,0.141851,0.632917,0.11414,0.481851,0.332552,0.458451,0.770629,0.95208,0.5238,0.891266,0.20606,0.502097,0.660233,0.819107,0.614296,0.682031,0.536907,0.924433,0.981569,0.917598,0.947831,0.946312,0.539456,0.106989,0.618316,0.331747,0.63075
0.099378,0.214465,0.775764,0.613121,0.374291,0.200169,0.898842,0.606411,0.942892,0.395985,0.579331,0.725638,0.998164,0.539721,0.367492,0.435174,0.855901,0.973847,0.35943,0.431289,0.395586,0.947185,0.02211,0.643024,0.261921,0.495459,0.684965,0.569798,0.671149,0.070022,0.441641,0.101062,0.494135
0.46095,0.497536,0.564821,0.973404,0.240858,0.220334,0.649806,0.968357,0.984626,0.523251,0.95163,0.904615,0.81173,0.629621,0.376574,0.045805,0.875002,0.956227,0.246078,0.151697,0.902571,0.557984,0.11765,0.476906,0.44751,0.513068,0.605811,0.729762,0.096021,0.628453,0.198077,0.718087,0.641115
0.776945,0.985414,0.942121,0.051796,0.931249,0.374579,0.763406,0.817893,0.864389,0.550587,0.262053,0.974682,0.339586,0.562897,0.645341,0.153294,0.411465,0.299936,0.369491,0.453616,0.604908,0.888854,0.852369,0.875701,0.270721,0.39633,0.762405,0.625786,0.622798,0.589669,0.470503,0.155797,0.352402
0.276092,0.442015,0.580974,0.392677,0.833741,0.022653,0.849472,0.020901,0.030773,0.929479,0.584917,0.567533,0.953057,0.532178,0.684091,0.274482,0.162377,0.409514,0.812213,0.040902,0.001108,0.170114,0.604561,0.344226,0.392622,0.054266,0.199567,0.494287,0.603541,0.995432,0.820097,0.493418,0.487641
0.481349,0.259748,0.72603,0.899665,0.402949,0.719412,0.542595,0.464665,0.249765,0.96074,0.842805,0.476449,0.228362,0.523164,0.271659,0.137661,0.666547,0.903228,0.616171,0.593983,0.438473,0.730414,0.522559,0.922872,0.761623,0.493572,0.975002,0.439725,0.609621,0.165127,0.556893,0.041606,0.809425
0.692569,0.267342,0.336622,0.341893,0.658976,0.564727,0.024512,0.95014,0.019816,0.840618,0.505773,0.842539,0.588846,0.221727,0.22142,0.971123,0.334003,0.559857,0.30513,0.206008,0.592065,0.051457,0.76566,0.400923,0.909296,0.305685,0.435095,0.555673,0.293678,0.053641,0.174188,0.244927,0.109177
0.520441,0.099955,0.531783,0.797935,0.301501,0.170315,0.393559,0.17578,0.284182,0.164163,0.386021,0.826051,0.504917,0.839853,0.51108,0.152,0.665101,0.612614,0.887834,0.445152,0.362422,0.579901,0.39923,0.299989,0.201681,0.107486,0.588815,0.177844,0.326245,0.315872,0.650607,0.020287,0.647966
0.524249,0.077413,0.729388,0.331381,0.045802,0.827889,0.815087,0.236662,0.835522,0.601322,0.737373,0.059142,0.138214,0.65096,0.789579,0.794235,0.454612,0.381111,0.503763,0.174025,0.11776,0.679183,0.674166,0.53171,0.16279,0.509173,0.154698,0.649742,0.237194,0.906497,0.387513,0.412482,0.582951
0.699283,0.078264,0.032409,0.399969,0.352913,0.003933,0.374628,0.068153,0.647207,0.924504,0.997612,0.47339,0.811556,0.716521,0.9866,0.365969,0.74693,0.736788,0.60102,0.063505,0.841063,0.811969,0.924302,0.182998,0.727266,0.099005,0.070918,0.079559,0.501029,0.391219,0.756138,0.594219,0.582055
